X,NGHIỆP VỤ TÍN DỤNG (40 CÂU),,,,,,
11,"Theo quy định của Agribank, phương thức trả nợ gốc và lãi tiền vay đối với khoản vay bị quá hạn trả nợ như thế nào?",Trả nợ gốc và lãi trong cùng một kỳ hạn.,"Nợ gốc thu trước, nợ lãi tiền vay thu sau","Nợ lãi thu trước, nợ gốc thu sau.","Thu theo tỷ lệ nợ gốc, nợ lãi.",2,Điểm b Khoản 2 Điều 10 QC 656/QC-HĐTV-TD
12,Mức lãi suất quá hạn tối đa theo quy định hiện hành của Agribank bằng bao nhiêu phần trăm lãi suất cho vay trong hạn tại thời điểm chuyển nợ quá hạn?,100%.,115%.,130%.,150%.,4,Khoản 2 Điều 10 QyĐ 2268/QyĐ-NHNo-TD
13,"Theo quy định của Agribank, việc xác định lãi suất chậm trả đối với khách hàng như thế nào?",Do Tổng Giám đốc quy định cụ thể trong từng thời kỳ.,Do Agribank nơi cho vay thỏa thuận với khách hàng.,Do Agribank nơi cho vay và khách hàng thỏa thuận nhưng không vượt quá 10%/năm,Do Agribank nơi cho vay thỏa thuận với khách hàng nhưng không vượt quá 150% lãi suất cho vay trong hạn tại thời điểm chuyển nợ quá hạn.,3,Khoản 3 Điều 10 QyĐ 2268/QyĐ-NHNo-TD
14,Agribank nơi cho vay và khách hàng thỏa thuận về lãi suất cho vay ngắn hạn bằng đồng Việt Nam nhưng không vượt quá mức lãi suất cho vay tối đa do Thống đốc NHNN quy định đối với nhu cầu vốn cho các lĩnh vực nào?,"Phát triển nông nghiệp, nông thôn.",Kinh doanh hàng xuất khẩu.,Phát triển ngành công nghiệp hỗ trợ.,Tất cả đáp án trên,4,Khoản 1 Điều 11 QyĐ 2268/QyĐ-NHNo-TD
15,"Theo quy định của Agribank, bộ hồ sơ vay vốn gồm?","Hồ sơ pháp lý, hồ sơ kinh tế, hồ sơ vay vốn của khách hàng vay",Hồ sơ pháp lý khách hàng vay; hồ sơ vay vốn; hồ sơ bảo đảm tiền vay.,Hồ sơ vay vốn; hồ sơ kinh tế; hồ sơ bảo đảm tiền vay.,Hồ sơ vay vốn; hồ sơ bảo đảm tiền vay.,1,"Khoản 1 Điều 29 QC 579/QC-HĐTV-TD sửa đổi, bổ sung QC 656/QC-HĐTV-TD"
16,Trường hợp nào sau đây không bắt buộc phải kiểm tra thông tin tín dụng của khách hàng qua CIC?,Trong mọi trường hợp đều phải kiểm tra.,"Các khoản vay cá nhân, doanh nghiệp đến 500 triệu đồng.","Các khoản vay cá nhân đến 500 triệu đồng theo chính sách tín dụng phục vụ phát triển nông nghiệp, nông thôn của Chính phủ","Các khoản vay doanh nghiệp đến 500 triệu đồng theo chính sách phục vụ phát triển nông nghiệp, nông thôn của Chính Phủ.",3, Khoản 5 Điều 38 QyĐ 2268/QyĐ-NHNo-TD
17,"Theo quy định hiện hành của Agribank, trường hợp nào phải lập báo cáo đề xuất giải ngân?",Phải lập trong mọi trường hợp.,Phải lập đối với khách hàng cá nhân giải ngân vốn vay 01 lần.,Không phải lập đối với khách hàng pháp nhân.,Phải lập trong mọi trường hợp trừ trường hợp khách hàng cá nhân (trừ chủ DNTN) giải ngân vốn vay 01 lần,4,"Tiết i, Điểm b, Điều 55 QĐ 2268/QyĐ-NHNo- TD"
18,"Người thực hiện kiểm tra, đánh giá hồ sơ giải ngân và lập báo cáo đề xuất giải ngân khi khách hàng đáp ứng đủ điều kiện giải ngân là do ai thực hiện?",Giao dịch viên.,Người quản lý nợ ,Người kiểm soát khoản vay.,Tất cả đáp án trên.,2, Điều 55 QĐ 2268/QyĐ-NHNo- TD
19,"Công ty A có tỷ lệ vốn đối ứng tham gia Phương án sử dụng vốn (vay trung hạn) là 70% và đã giải ngân vốn đối ứng bằng 25% tổng vốn đầu tư cho Phương án (có đủ tài liệu chứng minh), vậy Agribank nơi cho vay sẽ giải ngân vốn vay như thế nào?","Công ty A phải giải ngân hết 70% vốn đối ứng vào dự án, ngân hàng mới bắt đầu giải ngân vốn vay.",Giám đốc Agribank nơi cho vay quyết định,"Ngân hàng phải giải ngân hết vốn vay, sau đó khách hàng mới phải tiếp tục giải ngân phần vốn đối ứng còn lại.",Tất cả đáp án trên.,2,Khoản 1 Điều 56 QĐ 2268/QyĐ-NHNo-TD
20,Người thực hiện đăng ký/đăng ký điều chỉnh kỳ hạn trả nợ vào hệ thống IPCAS là ai thực hiện?,Giao dịch viên.,Người quản lý nợ.,Người kiểm soát khoản vay.,Người thẩm định.,1,Khoản 4 Điều 59 QĐ 2268/QyĐ-NHNo-TD
21,Thời điểm kiểm tra việc sử dụng vốn vay đối với khách hàng vay là pháp nhân tại Agribank nơi cho vay chậm nhất bao nhiêu ngày kể từ ngày giải ngân?,30 ngày.,45 ngày.,60 ngày.,90 ngày.,1,Tiết i Điểm a Khoản 1 Điều 63 QĐ 2268/QyĐ-NHNo- TD
22,"Tần suất thực hiện việc kiểm tra tình hình hoạt động kinh doanh, đánh giá khả năng trả nợ của khách hàng pháp nhân tại Agribank nơi cho vay kể từ ngày kiểm tra gần nhất là?",Trong vòng 3 tháng ít nhất 1 lần.,Trong vòng 6 tháng ít nhất 1 lần.,Trong vòng 9 tháng ít nhất 1 lần.,Trong vòng 12 tháng ít nhất 1 lần.,2,Tiết ii Điểm a Khoản 1 Điều 63 QĐ 2268/QyĐ-NHNo- TD
23,"Theo quy định của Agribank, hàng năm, chi nhánh loại I chỉ đạo, tổ chức kiểm tra đối chiếu dư nợ vay của khách hàng như thế nào?",Tổ chức kiểm tra đối chiếu dư nợ 100% khách hàng pháp nhân.,Tổ chức kiểm tra đối chiếu dư nợ các khách hàng cá nhân có dư nợ từ 500 triệu đồng trở lên.,Tối đa 50% khách hàng cá nhân dư nợ từ 200 triệu đồng đến dưới 500 triệu đồng và tối đa 10% khoản vay còn lại.,Đáp án 1 và 2,4,Điểm a Khoản 5 Điều 63 QĐ 2268/QyĐ-NHNo- TD
24,Đối chiếu xác nhận nợ vay với khách hàng có thể bằng những hình thức nào?,"Đối chiếu trực tiếp, thư gửi qua bưu điện, thư điện tử,…",Phải đối chiếu trực tiếp.,"Phải đối chiếu bằng Thư qua bưu điện để bảo đảm bí mật, khách quan.",Tất cả đáp án trên.,1,Điểm c Khoản 5 Điều 63 QĐ 2268/QyĐ-NHNo- TD
25,"Theo quy định, việc kiểm tra của Agribank nơi phê duyệt vượt thẩm quyền đối với khách hàng vay vốn lưu động như thế nào?",03 tháng ít nhất một lần.,06 tháng ít nhất một lần.,09 tháng ít nhất một lần.,12 tháng ít nhất một lần,4,Điểm a Khoản 2 Điều 65 QĐ 2268/QyĐ-NHNo- TD
26,Công cụ giám sát tại Agribank nơi phê duyệt vượt thẩm quyền?,Thông qua hệ thống IPCAS.,Báo cáo của Agribank nơi cho vay.,Thông tin CIC.,Tất cả đáp án trên,4,"Điểm a, b, c Khoản 2 Điều 66 QĐ 2268/QyĐ-NHNo- TD"
27,Những nội dung giám sát tại Agribank nơi cho vay bao gồm?,"Giám sát tình hình sử dụng vốn vay, tình hình trả nợ, việc thực hiện các điều kiện cho vay và thỏa thuận tại HĐTD; Giám sát tình hình hoạt động kinh doanh (doanh thu, lợi nhuận), tình hình tài chính và khả năng trả nợ Ngân hàng.","Giám sát tiến độ góp vốn (trường hợp góp vốn nhiều lần), việc thực hiện nghĩa vụ dân sự theo hợp đồng bảo đảm thực hiện nghĩa vụ đã ký kết.","Theo dõi xếp hạng khách hàng trên HTXH và diễn biến trạng thái khoản vay theo nhóm nợ;Các nội dung khác (nếu thấy cần thiết).",Tất cả đáp án trên,4,Khoản 1 Điều 64 QĐ 2268/QyĐ-NHNo- TD
28,"Đối với việc kiểm tra tại Agribank nơi cho vay, tùy theo mức độ vi phạm HĐTD, HĐBĐ, Người quản lý nợ căn cứ vào kết quả kiểm tra và quy định có liên quan lập báo cáo kiểm tra, đề xuất một số biện pháp gì?",Bổ sung thêm điều kiện tín dụng.,Giám sát dòng tiền.,Tạm ngừng giải ngân/Chấm dứt cho vay.,Tất cả đáp án trên,4,Điểm a Khoản 4 Điều 63 QĐ 2268/QyĐ-NHNo- TD
29,"Agribank có quyền xem xét, quyết định việc tạm ngừng cho vay, chấm dứt cho vay, thu hồi nợ trước hạn trong các trường hợp nào sau đây?",Phát hiện khách hàng cung cấp thông tin sai sự thật.,Khách hàng vi phạm thỏa thuận trong Hợp đồng tín dụng và/hoặc Hợp đồng bảo đảm tiền vay.,"Quyết định theo Kết luận của cơ quan Thanh tra, kiểm tra, Kiểm toán.",Tất cả đáp án trên,4,"Điểm a, b, d Khoản 1 Điều 62 QĐ 2268/QyĐ-NHNo-TD"
30,"Agribank nơi phê duyệt vượt thẩm quyền qua kiểm tra nếu phát hiện thấy Agribank nơi cho vay không tuân thủ các nội dung phê duyệt, khoản vay chuyển sang nhóm nợ xấu, khách hàng vay vi phạm HĐTD, HĐBĐ hoặc các dấu hiệu rủi ro khác, người kiểm tra báo cáo người có thẩm quyền đề xuất xử lý như thế nào? ","Yêu cầu Agribank nơi cho vay báo cáo, làm rõ các nội dung cần thiết;",Yêu cầu Agribank nơi cho vay tiến hành kiểm tra xử lý và báo cáo kết quả kiểm tra;,"Tùy theo mức độ vi phạm, yêu cầu Agribank nơi cho vay tạm ngừng cho vay, thu hồi nợ trước hạn, bổ sung tài sản bảo đảm hoặc các biện pháp khác phù hợp với quy định.",Tất cả đáp án trên.,4,"Tiết (i), (ii), (iii) Điểm a Khoản 5 Điều 65 QĐ 2268/QyĐ-NHNo- TD"
31,Vốn chiếm dụng của doanh nghiệp bao gồm?,Người mua trả tiền trước ngắn hạn.,Thuế và các khoản phải nộp Nhà nước.,"Quỹ khen thưởng, phúc lợi.",Tất cả đáp án trên,4,Mẫu biểu BCTC 
32,Người quan hệ khách hàng KHÔNG thực hiện nhiệm vụ nào sau đây?,"Tiếp nhận nhu cầu vay vốn, hướng dẫn khách hàng về điều kiện vay vốn, hồ sơ, thủ tục, lãi suất cho vay và chính sách khách hàng của Agribank.","Thu thập thông tin, hồ sơ, tài liệu về khách hàng vay vốn, phương án sử dụng vốn","Thẩm định khoản vay trên cơ sở thông tin, hồ sơ, tài liệu và Báo cáo đề xuất cho vay",Thông tin cho khách hàng biết về quyết định của Agribank.,3,Điểm a Khoản 1 Điều 46 QC 656/QC-HĐTV-TD
33,"Agribank có được cấp tín dụng không có bảo đảm đối với Giám đốc, Phó giám đốc Chi nhánh loại I không?",Được cho vay phục vụ nhu cầu đời sống có nguồn trả nợ từ tiền lương.,Không được.,Được cấp tín dụng nhưng phải kiểm tra thông tin tín dụng (CIC).,Được.,1,Khoản 2 Điều 24 Quy chế 656/QC-HĐTV-TD
34,Đâu không phải là cấp phê duyệt cho vay vượt thẩm quyền tại Agribank?,Chủ tịch Hội đồng thành viên,Trưởng ban Thẩm định/Giám đốc Trung tâm phê duyệt.,Giám đốc Chi nhánh loại I,Tổng Giám đốc,1,Khoản 1 Điều 28 QĐ 656/QyĐ-NHNo- TD
35,"Cho vay theo hạn mức quy mô nhỏ đối với khách hàng cá nhân, Agribank được áp dụng loại cho vay nào?   ",Ngắn hạn.,Ngắn hạn và/hoặc trung hạn,"Ngắn hạn, Trung hạn, Dài hạn.","Trung hạn, Dài hạn.",2,Khoản 1 Điều 22 QĐ 2268/QyĐ-NHNo-TD
36,Đâu KHÔNG PHẢI là quy định hiện hành của Agribank về mức cho vay tối đa?,Cho vay ngắn hạn thực hiện phương án hoạt động kinh doanh: mức cho vay tối đa 90% tổng nhu cầu vốn.,Cho vay trung hạn thực hiện dự án hoạt động kinh doanh: mức cho vay tối đa 75% tổng nhu cầu vốn.,Cho vay dài hạn thực hiện dự án hoạt động kinh doanh: mức cho vay tối đa 70% tổng nhu cầu vốn.,"Cho vay ngắn hạn thực hiện phương án, dự án phục vụ nhu cầu đời sống: mức cho vay tối đa do Agribank nơi cho vay quyết định.",1,Điểm a Khoản 2 Điều 21 QC 656/QC-HĐTV-TD
37,Tổng mức dư nợ cấp tín dụng của Agribank đối với một khách hàng từ ngày 01/7/2024 đến trước ngày 01/01/2026 không được vượt quá bao nhiêu phần trăm vốn tự có của Agribank?,20%,15%,25%,14%,4,"Điểm a Khoản 1 Điều 25 QC 579/QC-HĐTV-TD sửa đổi, bổ sung QC 656/QC-HĐTV-TD"
38,Thời gian duy trì hạn mức đối với cho vay theo hạn mức quy mô nhỏ đối với khách hàng cá nhân tối đa là bao nhiêu tháng?, 12 tháng.,Không vượt quá 02 (hai) chu kỳ sản xuất kinh doanh của khách hàng.,36 tháng.,36 tháng kể từ ngày nhận nợ đầu tiên.,3,Khoản 1 Điều 24 QyĐ 2268/QyĐ-NHNo-TD
39,Agribank và khách hàng thỏa thuận áp dụng các loại phí liên quan đến hoạt động cho vay bao gồm?,Phí trả nợ trước hạn trong trường hợp khách hàng trả nợ trước hạn.,Phí trả cho hạn mức tín dụng dự phòng; phí thu xếp cho vay hợp vốn.,Phí cam kết rút vốn kể từ thời điểm Thỏa thuận cho vay có hiệu lực đến ngày giải ngân vốn vay lần đầu.,Tất cả loại phí trên.,4,Điều 12 QC 656/QC-HĐTV-TD
40,"Đồng tiền trả nợ của khoản vay, Agribank quy định như thế nào? ","Đồng tiền trả nợ là đồng tiền cho vay của khoản vay. Trường hợp trả nợ bằng đồng tiền khác, thì thực hiện theo thỏa thuận giữa Agribank và khách hàng phù hợp với quy định của pháp luật và của Agribank. ",Đồng tiền trả nợ là đồng tiền cho vay của khoản vay hoặc ngoại tệ mạnh.,Đồng tiền trả nợ là đồng tiền cho vay của khoản vay hoặc USD.,"Đồng tiền trả nợ là đồng tiền Chính phủ Việt Nam chấp nhận, cho phép sử dụng trên lãnh thổ Việt Nam.",1,Khoản 2 Điều 7 QC 656/QC-HĐTV-TD
