IV,"Quy chế bảo đảm trong hoạt động cấp tín dụng, tổng số 30 câu, trong đó 5 câu bổ sung mới:",,,,,,,
11,"Quy định liên quan đến bảo đảm thực hiện nghĩa vụ bằng nhiều biện pháp bảo đảm, bằng nhiều tài sản?",Một nghĩa vụ có thể được bảo đảm thực hiện bằng nhiều biện pháp bảo đảm. ,Một nghĩa vụ có thể được bảo đảm thực hiện bằng nhiều tài sản. ,Một nghĩa vụ có thể được bảo đảm thực hiện bằng nhiều tài sản nhưng chỉ thực hiện một biện pháp bảo đảm.,Cả 1 và 2,4,Điều 5 Quy chế 879/QC-HĐTV ngày 28/12/2021,Bổ sung mới
12,Tài sản bảo đảm được quy định tại Agribank bao gồm?,Tài sản bảo đảm chính thức.,Tài sản bảo đảm bổ sung.,Tài sản bảo đảm hình thành trong tương lai.,Đáp án 1 và 2.,4,Điều 7 Quy chế 879/QC-HĐTV-TD,Rà soát 
13,"Hãy chọn đáp án đúng nhất Điều kiện đối với Tài sản bảo đảm?","Tài sản phải thuộc quyền sở hữu, quyền sử dụng của bên bảo đảm; TSBĐ còn thời hạn/niên hạn sử dụng theo quy định; TSBĐ phải mua bảo hiểm trong trường hợp pháp luật, Agribank quy định bắt buộc phải mua bảo hiểm; ","TSBĐ phải xác định được loại, đặc điểm, số lượng hoặc giá trị và phải được mô tả theo quy định tại Quy chế bảo đảm trong hoạt động cấp tín dụng.",Tài sản được phép hoặc không bị cấm làm TSBĐ và được phép giao dịch theo quy định của pháp luật; không có tranh chấp; không có quyết định thu hồi của cơ quan có thẩm quyền; đã thực hiện xong nghĩa vụ tài chính có liên quan đến TSBĐ.,Tất cả đáp án trên.,4,Khoản 1 Điều 8 Quy chế 879/QC-HĐTV-TD,Rà soát 
14,Mức cấp tín dụng tối đa so với giá trị tài sản bảo đảm là bất động sản (trừ tài sản bảo đảm là quyền sử dụng đất được định giá theo bảng giá đất của UBND cấp tỉnh):,100%,90%,85%,80%,3,Khoản 2 Điều 10 Quy chế 879/QC-HĐTV-TD,Rà soát 
15,Mức cấp tín dụng tối đa so với giá trị TSBĐ là trái phiếu chính phủ (bằng đồng Việt Nam) thời hạn thanh toán còn lại trên 01 năm?,Mức cấp tín dụng tối đa 95% mệnh giá.,Mức cấp tín dụng tối đa 90% mệnh giá.,Mức cấp tín dụng tối đa 80% mệnh giá.,Mức cấp tín dụng tối đa 75% mệnh giá.,2,Tiết i điểm b Khoản 3 Điều 10 Quy chế 879/QC-HĐTV-TD,Rà soát 
16,Hãy chọn đáp án đúng: Mức cấp tín dụng tối đa so với giá trị TSBĐ là trái phiếu chính phủ (bằng đồng Việt Nam) thời hạn thanh toán còn lại trên 01 năm?,Mức cấp tín dụng tối đa 95% mệnh giá.,Mức cấp tín dụng tối đa 90% mệnh giá.,Mức cấp tín dụng tối đa 85% mệnh giá.,Mức cấp tín dụng tối đa 80% mệnh giá.,2,Tiết i điểm b Khoản 3 Điều 10 Quy chế 879/QC-HĐTV-TD,Rà soát 
17,Tài sản bảo đảm là đất nông nghiệp thì mức cấp tín dụng được quy định như nào,Tối đa 100% giá trị TSBĐ,Tối đa 85% giá trị TSBĐ,Tối đa 75% giá trị TSBĐ,Tối đa 70% giá trị TSBĐ,1,,
18,Tài sản bảo đảm là cổ phiếu thì mức cấp tín dụng được quy định như nào,Tối đa 50% giá trị TSBĐ,Tối đa 60% giá trị TSBĐ,Tối đa 70% giá trị TSBĐ ,Tối đa 40% giá trị TSBĐ,1,,
19,"Tài sản bảo đảm là hàng hóa luân chuyển trong quá trình sản xuất kinh doanh, hàng hóa trong kho bãi thì mức cấp tín dụng được quy định như nào",Tối đa 70% giá trị TSBĐ,Tối đa 75% giá trị TSBĐ,Tối đa 60% giá trị TSBĐ,Tối đa 80% giá trị TSBĐ,2,,
20,Đất nông nghiệp được xác định giá như nào?,Người quan hệ khách hàng đề xuất giá đất nông nghiệp tối đa bằng khung giá đât/bảng giá đất do UBND tỉnh quy định,căn cứ theo giá trị thị trường,căn cứ theo chứng thư thẩm định giá của tổ chức có chức năng thẩm định giá,"Căn cứ vào hợp đồng mua bán, chuyển nhượng",1,,
21,"Trên địa bàn đã xây dựng Bảng giá đất của Agribank và đang còn hiệu lực, người quan hệ khách hàng đề xuất xác định giá trị tài sản bảo đảm dựa trên cơ sở nào",Khung giá đất UBND tỉnh,Bảng giá đất của Agribank xây dựng,Chứng thư thẩm định giá,Hợp đồng công chứng,2,,
22,Agribank chi nhánh tại Hà Nội nhận tài sản bảo đảm là quyền sử dụng đất ở tại Hưng Yên thì xác định giá trị tài sản như nào,Căn cứ theo Bảng giá do các chi nhánh tại Hà Nội xây dựng,Căn cứ theo Bảng giá đất còn hiệu lực của Agribank chi nhánh Hưng Yên xây dựng,Hợp đồng công chứng,Căn cứ theo Bảng giá của chi nhánh Hà Tây Xây dựng,2,,
23,Tài liệu để làm căn cứ xác định giá trị tài sản bảo đảm?,"Hợp đồng mua bán, chuyển nhượng tài sản tương ứng cùng loại.",Giá theo tài liệu của phòng Tài nguyên và Môi trường; chứng thư thẩm định giá của tổ chức có chức năng thẩm định giá ,"Định giá theo mệnh giá/bảng/khung giá do cơ quan nhà nước có thẩm quyền ban hành/sử dụng thông tin về giá trị tài sản bảo đảm của tổ chức có chức năng hoặc xác định theo các phương pháp chi phí, thu nhập và các phương pháp khác theo quy định pháp luật. ",Tất cả đáp án trên.,4,Khoản 3 Điều 11 Quy chế 879/QC-HĐTV-TD,Rà soát 
24,Nhận định nào sau đây là đúng,"Hợp đồng bảo đảm phải được lập thành văn bản riêng, trường hợp bảo đảm bằng số dư tiền gửi, giấy tờ có giá, ký quỹ, nội dung về bảo đảm có thể được ghi trong hợp đồng cấp tín dụng. Hợp đồng bảo đảm sửa đổi, bổ sung (nếu có) phải tuân theo hình thức của hợp đồng bảo đảm ban đầu.",Hợp đồng bảo đảm được lập chung với hợp đồng tín dụng trong mọi trường hợp,không được lập riêng,"Hợp đồng bảo đảm sửa đổi, bổ sung không cần theo hình thức của hợp đồng ban đầu",1,,
25,Trường hợp nào sau đây không bắt buộc phải công chứng chứng thực,Hợp đồng thế chấp quyền sử dụng đất,Hợp đồng thế chấp ô tô,Hợp đồng thế chấp nhà ở hình thành trong tương lai,Hợp đồng bảo đảm bằng tài sản thực hiện nhiều nghĩa vụ tại các tổ chức tín dụng,2,,
26,"Theo Quy chế số 879/QC-HĐTV-TD ngày 28/02/2021 của Hội đồng thành viên về bảo đảm trong hoạt động cấp tín dụng thì Hợp đồng bảo đảm được công chứng, chứng thực có hiệu lực kể từ thời điểm nào? ","Từ thời điểm được công chứng, chứng thực.",Từ thời điểm được đăng ký trong trường hợp pháp luật quy định biện pháp bảo đảm phải được đăng ký mới có hiệu lực.,Công chứng hoặc chứng thực đối với hợp đồng thế chấp tài sản hình thành trong tương lai.,Đáp án 1 và 2.,4,Khoản 1 Điều 17 Quy chế số 879/QC-HĐTV-TD,Rà soát 
27,"Hãy chọn phương án đúng nhất:Hợp đồng bảo đảm bị vô hiệu hoặc bị hủy bỏ, bị đơn phương chấm dứt thực hiện thì?",Hợp đồng cấp tín dụng vô hiệu.,Hợp đồng cấp tín dụng không vô hiệu.,Không làm chấm dứt Hợp đồng cấp tín dụng.,Làm chấm dứt Hợp đồng cấp tín dụng.,3,Khoản 1 Điều 22 Quy chế 879/QC-HĐTV-TD,Rà soát 
28,"Theo Quy chế số 879/QC-HĐTV-TD ngày 28/02/2021 của HĐTV Agribank, Hợp đồng tín dụng bị vô hiệu hoặc bị hủy bỏ, bị đơn phương chấm dứt thực hiện nhưng các bên đã thực hiện một phần thì (nếu có Hợp đồng bảo đảm): ",Hợp đồng bảo đảm chấm dứt.,Hợp đồng bảo đảm không chấm dứt.,Hợp đồng bảo đảm vô hiệu.,Hợp đồng bảo đảm không vô hiệu.,2,Điểm b Khoản 2 Điều 22 Quy chế 879/QC-HĐTV-TD,Rà soát 
29,"Trường hợp hợp đồng cấp tín dụng bị vô hiệu hoặc bị hủy bỏ, bị đơn phương chấm dứt thực hiện thì giải quyết thế nào?",Các bên chưa thực hiện hợp đồng cấp tín dụng thì hợp đồng bảo đảm chấm dứt.,Các bên đã thực hiện toàn bộ hợp đồng cấp tín dụng thì hợp đồng bảo đảm không chấm dứt. ,Agribank có quyền xử lý TSBĐ để thanh toán nghĩa vụ hoàn trả của khách hàng đối với Agribank.,Tất cả đáp án trên.,4,Khoản 2 Điều 22 Quy chế 879/QC-HĐTV-TD,Rà soát 
30,Đối với hợp đồng bảo đảm được ký kết trước khi pháp nhân được tổ chức lại mà vẫn còn hiệu lực thì?,Các bên phải ký kết lại hợp đồng bảo đảm đó sau khi pháp nhân được tổ chức lại.,Các bên ký kết/không ký kết lại hợp đồng bảo đảm đó sau khi pháp nhân được tổ chức lại.,Các bên có thể lựa chọn việc ký kết/không ký kết lại hợp đồng bảo đảm đó sau khi pháp nhân được tổ chức lại.,Các bên bắt buộc phải ký kết lại hợp đồng bảo đảm đó sau khi pháp nhân được tổ chức lại.,3,Khoản 3 Điều 24 Quy chế 879/QC-HĐTV-TD,Rà soát 
31,Trường hợp uỷ quyền (thuê) bên thứ ba cất giữ tài sản thì bên thứ ba phải đáp ứng các điều kiện nào sau đây?,"Được phép kinh doanh dịch vụ gửi, giữ tài sản.","Phải có đủ điều kiện cất giữ, bảo quản và quản lý tài sản. ","Việc gửi giữ tài sản phải được lập thành hợp đồng giữa 3 (ba) bên gồm Agribank, bên cầm cố và bên nhận gửi giữ tài sản. Hợp đồng gửi giữ phải quy định rõ trách nhiệm của bên nhận gửi giữ trong trường hợp tài sản bị mất, hư hỏng, mất giá trị hoặc giảm sút giá trị. ",Tất cả các đáp án trên.,4,Khoản 3 Điều 26 QC 879/QC-HĐTV-TD,Rà soát 
32,Trường hợp giao tài sản cầm cố cho bên thứ ba cất giữ tài sản thì bên thứ ba không phải đáp ứng các điều kiện gì sau đây?,"Được phép kinh doanh dịch vụ cầm đồ; phải có điều kiện cất giữ, bảo quản và quản lý tài sản","Việc gửi giữ tài sản phải được lập thành hợp đồng giữa 3 (ba) bên gồm Agribank, bên cầm cố và bên nhận gửi giữ tài sản. Hợp đồng gửi giữ phải quy định rõ trách nhiệm của bên nhận gửi giữ trong trường hợp tài sản bị mất, hư hỏng, mất giá trị hoặc giảm sút giá trị. ","Việc gửi giữ tài sản phải được lập thành hợp đồng gồm Agribank, bên cầm cố và bên nhận gửi giữ tài sản.",Đáp án 1 và 2.,4,Khoản 3 Điều 26 QC 879/QC-HĐTV-TD,Rà soát 
33,Biện pháp cầm cố chấm dứt khi nào?,"Kể từ thời điểm bên mua tài sản, bên nhận thay thế tài sản, bên nhận tặng cho tài sản xác lập quyền sở hữu đối với tài sản cầm cố.","Kể từ thời điểm bên mua tài sản, bên nhận thay thế tài sản, bên nhận tặng cho tài sản xác lập quyền chiếm hữu đối với tài sản cầm cố.","Từ sau ngày bên mua tài sản, bên nhận thay thế tài sản, bên nhận tặng cho tài sản xác lập quyền sở hữu đối với tài sản cầm cố.","Từ sau ngày bên mua tài sản, bên nhận thay thế tài sản, bên nhận tặng cho tài sản xác lập quyền chiếm hữu đối với tài sản cầm cố.",1,Điều 28 Quy chế 879/QC-HĐTV-TD,Rà soát 
34,"Theo Quy chế số 879 về Giao dịch bảo đảm trong hoạt động cấp tín dụng, việc người thứ ba (bên bảo lãnh) cam kết với Agribank sẽ thực hiện nghĩa vụ thay cho khách hàng, bên bảo lãnh phải có các điều kiện nào sau đây?","Có năng lực pháp luật dân sự, năng lực hành vi dân sự; Có khả năng tài chính đảm bảo thực hiện nghĩa vụ bảo lãnh. ","Bên bảo lãnh (trừ đối tượng nêu tại khoản 4 Điều này), phải có tài sản bảo đảm để bảo đảm thực hiện nghĩa vụ bảo lãnh. ","Đối với bảo lãnh của tổ chức tín dụng, cơ quan quản lý Ngân sách Nhà nước thực hiện theo quy định của pháp luật về bảo lãnh Ngân hàng, bảo lãnh Ngân sách Nhà nước. Giao Tổng Giám đốc hướng dẫn việc nhận bảo lãnh nêu tại khoản này.",Tất cả đáp án trên,4,Điều 33 Quy chế 879/QĐ-HĐTV-TD,Rà soát 
35,Đơn vị tổ chức nào không được bảo đảm bằng tín chấp tại Agribank?,Hội Nông dân Việt Nam.,Mặt trận Tổ quốc Việt Nam.,Ủy ban nhân dân cấp xã.,Hội Cựu chiến binh Việt Nam.,3,Điều 37 Quy chế 879/QC-HĐTV-TD,Rà soát 
36,"Những đơn vị tổ chức chính - xã hội nào được bảo đảm bằng tín chấp cho cá nhân, hộ gia đình nghèo vay vốn để sản xuất, kinh doanh tại Agribank?",Hội Nông dân Việt Nam.,Mặt trận Tổ quốc Việt Nam.,Hội Cựu chiến binh Việt Nam.,Tất cả các đáp án trên.,4,Điều 37 Quy chế 879/QC-HĐTV-TD,Rà soát 
37,"Theo quy định của Agribank, các trường hợp xử lý tài sản bảo đảm?",Đến hạn thực hiện nghĩa vụ được bảo đảm mà bên có nghĩa vụ không thực hiện hoặc thực hiện không đúng nghĩa vụ.,Bên có nghĩa vụ phải thực hiện nghĩa vụ được bảo đảm trước thời hạn do vi phạm nghĩa vụ theo thoả thuận hoặc theo quy định của pháp luật.,"Tài sản được xử lý để thực hiện một nghĩa vụ đến hạn thì các nghĩa vụ khác chưa đến hạn đều được coi là đến hạn và tất cả các bên cùng nhận bảo đảm đều được tham gia xử lý tài sản.Pháp luật quy định tài sản bảo đảm phải được xử lý để bên bảo đảm thực hiện nghĩa vụ khác.Bên có nghĩa vụ là pháp nhân được tổ chức lại mà không thực hiện các quy định tại Điều 24 Quy chế 879. ",Tất cả các đáp án trên.,4,Điều 40 Quy chế 879/QC-HĐTV-TD,Rà soát 
38,Hãy nêu các phương thức xử lý tài sản bảo đảm,Bán đấu giá tài sản,Agribank tự bán tài sản,Agribank nhận chính tài sản thay thế cho nghĩa vụ trả nợ hoặc phương thức khác,Tất cả các đáp án trên,4,,
39,Thẩm quyền xử lý tài sản bảo đảm trong trường hợp số tiền thu được từ xử lý tài sản bảo đảm thực hiện đủ nghĩa vụ được bảo đảm thuộc thẩm quyền của?,Agribank nơi cấp tín dụng.,Tổng Giám đốc.,Hội đồng xử lý tài sản bảo đảm Trụ sở chính.,Agribank nơi phê duyệt cấp tín dụng.,1,Điểm a khoản 1 Điều 42 Quy chế 879/QC-HĐTV-TD,Rà soát 
40,"Hãy chọn phương án đúng nhất vê thẩm quyền xử lý tài sản đảm bảo?",Agribank nơi cấp tín dụng quyết định xử lý tài sản bảo đảm trong trường hợp: số tiền thu được từ xử lý tài sản bảo đảm thực hiện đủ nghĩa vụ được bảo đảm hoặc Tài sản bảo đảm đối với khoản cấp tín dụng thuộc thẩm quyền của chính Agribank nơi cấp tín dụng.,"Các tài sản bảo đảm cho các khoản cấp tín dụng thuộc phân cấp quyết định tín dụng của chi nhánh; Các tài sản bảo đảm cho các khoản cấp tín dụng thuộc quyền quyết định tín dụng của Tổng Giám đốc, Hội đồng thành viên, nếu số tiền thu được từ xử lý tài sản bảo đảm đủ thu hồi tối thiểu bằng 50% giá trị nợ gốc, lãi, phí (nếu có).","Các tài sản bảo đảm cho các khoản cấp tín dụng thuộc phân cấp quyết định tín dụng của chi nhánh, nếu số tiền thu được từ xử lý tài sản bảo đảm đủ thu hồi nợ gốc, lãi, phí (nếu có).","Các tài sản bảo đảm cho các khoản cấp tín dụng thuộc quyền quyết định tín dụng của Tổng Giám đốc, Hội đồng thành viên, nếu số tiền thu được từ xử lý tài sản bảo đảm đủ thu hồi nợ gốc, lãi, phí (nếu có).",1,Khoản 1 Điều 42 Quy chế 879/QC-HĐTV-TD,Rà soát 
