I,"Nghiệp vụ Quy chế cho vay đối với khách hàng trong hệ thống Agribank, tổng số 93 câu.",,,,,,,
11,Agribank không được cấp tín dụng đối với đối tượng nào? ,"Cấp tín dụng để góp vốn, mua cổ phần của tổ chức tín dụng ",Cấp tín dụng có bảo đảm bằng cổ phiếu. ,"Cấp tín dụng cho người thẩm định, đề xuất và xét duyệt cấp tín dụng. ",Cả 1 và 3.,1,"Khoản 6 Điều 22 QC 579/QC-HĐTV-TD sửa đổi, bổ sung QC 656/QC-HĐTV-TD","sửa đổi, bổ sung"
12,Agribank không được cho vay đối tượng nào?,Kế toán trưởng của Agribank; Kiểm toán viên đang kiểm toán tại Agribank.,Công ty con của Agribank.,"Cha, mẹ, vợ, chồng, con, anh, chị, em của thành viên Hội đồng thành viên, thành viên Ban kiểm soát, Tổng giám đốc, Phó Tổng giám đốc của Agribank và các chức danh tương đương theo quy định tại Điều lệ của Agribank",Công ty liên kết của Agribank.,3,"Khoản 2 Điều 22 QC 579/QC-HĐTV-TD sửa đổi, bổ sung QC 656/QC-HĐTV-TD","sửa đổi, bổ sung"
13,Khách hàng vay vốn Agribank có nghĩa vụ gì?,"Phải sử dụng vốn vay đúng mục đích đã cam kết, hoàn trả nợ gốc, lãi, phí đầy đủ, đúng hạn đã thỏa thuận với Agribank.","Chấp hành các yêu cầu kiểm tra, giám sát của Agribank phù hợp với Thỏa thuận cho vay.","Cung cấp thông tin, tài liệu, dữ liệu theo thỏa thuận giữa khách hàng và Agribank và chịu trách nhiệm trước pháp luật về tính chính xác, trung thực, đầy đủ các thông tin, tài liệu, dữ liệu đã cung cấp.",Tất cả đáp án trên,4,"Điểm a, b, c Khoản 2 Điều 35 QC 579/QC-HĐTV-TD sửa đổi, bổ sung QC 656/QC-HĐTV-TD","sửa đổi, bổ sung"
14,Agribank thực hiện cho vay theo phương thức hạn mức như thế nào?,Agribank nơi cho vay xác định và thỏa thuận với khách hàng hạn mức cho vay tối đa duy trì trong một khoảng thời gian nhất định.,"Một năm ít nhất một lần, Agribank nơi cho vay xem xét xác định lại hạn mức cho vay tối đa và thời gian duy trì hạn mức này.",Agribank nơi cho vay xác định và thỏa thuận với khách hàng tổng mức dư nợ tối đa duy trì trong một thời gian nhất định.,Cả 1 và 2 đều đúng.,4,Khoản 4 Điều 31 QC 656/QC-HĐTV-TD,Rà soát 
15,Trường hợp khách hàng có nợ quá hạn thì Agribank thu nợ như thế nào?,"Nợ gốc thu trước, nợ lãi tiền vay thu sau","Thu lãi trước, gốc sau.",Thu gốc đến đâu lãi đến đấy.,Thu nợ gốc và lãi theo thỏa thuận với khách hàng.,1,Điểm b Khoản 2 Điều 10 QC 656/QC-HĐTV-TD,Rà soát 
16,Khách hàng vay vốn tại Agribank thực hiện theo nguyên tắc nào?,"Khách hàng vay vốn cam kết chấp hành đúng các thỏa thuận với Agribank, phải đảm bảo sử dụng vốn vay đúng mục đích đã cam kết, hoàn trả nợ gốc, lãi tiền vay, phí đầy đủ đúng hạn theo thỏa thuận cho vay",Khách hàng vay vốn tuân thủ đúng quy chế cho vay và các thỏa thuận với Agribank; hoàn trả nợ gốc và lãi tiền vay đúng thời hạn đã thỏa thuận với Agribank.,"Khách hàng vay vốn thực hiện sử dụng vốn vay đúng mục đích, hoàn trả nợ gốc và lãi tiền vay đúng thời hạn đã thỏa thuận với Agribank.",Tất cả đáp án trên,1,"Khoản 2 Điều 1 Quy chế 579/QC-HĐTV-TD sửa đổi, bổ sung Khoản 2 Điều 4 QC 656/QC-HĐTV-TD",Rà soát 
17,Đồng tiền trả nợ của khoản vay được áp dụng như thế nào?,"Đồng tiền trả nợ là đồng tiền cho vay của khoản vay. Trường hợp trả nợ bằng đồng tiền khác, thì thực hiện theo thỏa thuận giữa Agribank và khách hàng phù hợp với quy định của pháp luật và của Agribank ",Đồng tiền trả nợ là đồng tiền cho vay của khoản vay hoặc ngoại tệ mạnh.,Đồng tiền trả nợ là đồng tiền cho vay của khoản vay hoặc USD.,"Đồng tiền trả nợ là đồng tiền Chính phủ Việt Nam chấp nhận, cho phép sử dụng trên lãnh thổ Việt Nam.",1,Khoản 2 Điều 7 QC 656/QC-HĐTV-TD,Rà soát 
18,"Sau khi xác lập Thỏa thuận cho vay và thực hiện giải ngân, Khách hàng cung cấp tài liệu nào sau đây cho Agribank nơi cho vay?","Báo cáo việc sử dụng vốn vay và cung cấp thông tin, tài liệu, dữ liệu chứng minh vốn vay được sử dụng đúng mục đích ghi trong Thỏa thuận cho vay","Dự án đầu tư, phương án sản xuất kinh doanh đề nghị xin vay.",Phương án sử dụng vốn.,Tất cả đáp án trên.,1,"Điểm d Khoản 3 Điều 8 Quy chế 579/QC-HĐTV-TD sửa đổi, bổ sung QC 656/QC-HĐTV-TD","sửa đổi, bổ sung"
19,"Căn cứ nào sau đây xác định thời hạn cho vay, kỳ hạn trả nợ đối với cho vay phục vụ hoạt động kinh doanh?",Khả năng trả nợ của khách hàng,Khả năng phát mại tài sản bảo đảm.,Nhu cầu của khách hàng về thời hạn vay vốn.,Tất cả đáp án trên.,1,Tiết I Điểm a Khoản 1 Điều 10 QC 656/QC-HĐTV-TD,Rà soát 
20,"Nhiệm vụ, trách nhiệm trong xét duyệt cho vay của Người quan hệ khách hàng bao gồm?","Lập Báo cáo đề xuất cho vay. Chịu trách nhiệm về tính hợp pháp, hợp lệ, đầy đủ của bộ hồ sơ vay vốn; tính chính xác, trung thực của nội dung Báo cáo đề xuất cho vay và chịu trách nhiệm về đề xuất của mình","Lập Báo cáo đề xuất cho vay. Chịu trách nhiệm về tính hợp pháp, hợp lệ của bộ hồ sơ vay vốn; tính chính xác, trung thực của nội dung Báo cáo đề xuất cho vay và chịu trách nhiệm về đề xuất của mình.","Lập Báo cáo đề xuất cho vay. Chịu trách nhiệm về tính hợp pháp, hợp lệ của bộ hồ sơ vay vốn; tính chính xác của nội dung Báo cáo đề xuất cho vay và chịu trách nhiệm về đề xuất của mình.",Lập Báo cáo đề xuất cho vay. Chịu trách nhiệm về tính hợp pháp của bộ hồ sơ vay vốn; tính chính xác của nội dung Báo cáo đề xuất cho vay và chịu trách nhiệm về đề xuất của mình.,1,Khoản 5 Điều 45 QC 656/QC-HĐTV-TD,Rà soát 
21,Người quan hệ khách hàng là?,"Người thuộc Phòng giao dịch, Phòng Khách hàng, Ban khách hàng.","Người tiếp xúc với khách hàng để triển khai, cung cấp các sản phẩm, dịch vụ của Agribank.","Người thuộc Phòng giao dịch, Phòng Khách hàng hoặc người khác được phân công.",Cả 1 và 2,4,Khoản 21 Điều 2 QC 656/QC-HĐTV-TD,Rà soát 
22,Thời hạn trả nợ là?,Thời hạn trả nợ là khoảng thời gian xác định trong thời hạn cho vay được tính từ ngày bắt đầu của kỳ trả nợ đầu tiên cho đến ngày trả nợ cuối cùng của kỳ hạn trả nợ cuối cùng được cam kết trong thỏa thuận cho vay,Thời hạn trả nợ là khoảng thời gian xác định trong thời hạn cho vay được tính từ ngày bắt đầu của kỳ trả nợ đầu tiên cho đến ngày trả nợ hết nợ trong thỏa thuận cho vay.,Thời hạn trả nợ là khoảng thời gian xác định trong thời hạn cho vay được tính từ ngày bắt đầu nhận nợ đầu tiên cho đến ngày trả nợ cuối cùng của kỳ hạn trả nợ cuối cùng được cam kết trong thỏa thuận cho vay.,Tất cả đáp án trên,1,Khoản 17 Điều 2 QC 656/QC-HĐTV-TD,Rà soát 
23,Thỏa thuận cho vay là?,Thỏa thuận cho vay phải được ký kết bởi người đại diện có thẩm quyền của Agribank và khách hàng.,Thỏa thuận cho vay phải được giao kết bởi người đại diện có thẩm quyền của Agribank và khách hàng theo quy định của pháp luật,Thỏa thuận cho vay được ký kết bởi người đại diện có thẩm quyền theo quy định của pháp luật của Agribank và khách hàng.,Thỏa thuận cho vay được ký kết bởi người đại diện của Agribank và khách hàng.,2,Khoản 1 Điều 17 QC 656/QC-HĐTV-TD,Rà soát 
24,Agribank xem xét quyết định việc cơ cấu lại thời hạn trả nợ trên cơ sở nào?,"Đề nghị của khách hàng, khả năng tài chính của khách hàng và kết quả đánh giá khả năng trả nợ của khách hàng.","Đề nghị của khách hàng, khả năng tài chính của mình và kết quả đánh giá khả năng trả nợ của khách hàng","Đề nghị của khách hàng, khả năng tài chính của khách hàng và kết quả đánh giá khả năng trả nợ của Agribank.",Đề nghị của Người quản lý nợ và khả năng tài chính của khách hàng.,2,Khoản 1 Điều 40 QC 656/QC-HĐTV-TD,Rà soát 
25,"Thời điểm Agribank nơi cho vay báo cáo nơi phê duyệt vượt thẩm quyền đối với các khoản vay vượt thẩm quyền thực hiện cơ cấu lại thời hạn trả nợ là khi nào?",Khi thực hiện điều chỉnh kỳ hạn trả nợ.,Trước khi thực hiện điều chỉnh kỳ hạn trả nợ.,"Ngay sau khi điều chỉnh kỳ hạn trả nợ, gia hạn nợ giữ nguyên nhóm nợ",Không yêu cầu phải báo cáo.,3,Khoản 6 Điều 40 QC 656/QC-HĐTV-TD,Rà soát 
26,Ân hạn là gì?,Khoảng thời gian kể từ ngày khách hàng nhận tiền vay lần đầu tiên cho đến hết ngày trước liền kề ngày bắt đầu của kỳ trả nợ gốc đầu tiên,Khoảng thời gian kể từ ngày khách hàng nhận tiền vay lần đầu tiên cho đến hết ngày trước ngày bắt đầu của kỳ trả nợ gốc đầu tiên.,Khoảng thời gian kể từ ngày khách hàng nhận tiền vay lần đầu tiên cho đến ngày trước liền kề ngày bắt đầu của kỳ trả nợ gốc đầu tiên.,Khoảng thời gian kể từ ngày khách hàng nhận tiền vay lần đầu tiên cho đến ngày bắt đầu của kỳ trả nợ gốc đầu tiên.,1,Khoản 3 Điều 2 QC 656/QC-HĐTV-TD,Rà soát 
27,Anh (chị) hãy chọn phương án đúng?,Chi nhánh loại II được phê duyệt vượt thẩm quyền của Phòng giao dịch.,Chi nhánh loại II không được phê duyệt vượt thẩm quyền,Chi nhánh loại II chỉ được phê duyệt vượt thẩm quyền khi được Tổng Giám đốc chấp thuận.,Chi nhánh loại II được phê duyệt vượt thẩm quyền khi được Giám đốc Chi nhánh loại I chấp thuận.,2,Khoản 1 Điều 28 QC 656/QC-HĐTV-TD,Rà soát 
28,Vốn đối ứng của khách hàng tham gia vào phương án sử dụng vốn bao gồm?,"Tiền, giá trị tài sản đảm bảo, chi phí nhân công.","Có thể bằng tiền, giá trị tài sản; đối với cá nhân vay vốn đáp ứng nhu cầu hoạt động kinh doanh, giá trị vốn đối ứng có thể tính cả chi phí nhân công khi khách hàng trực tiếp tham gia phương án, dự án","Tiền, chi phí nhân công khi khách hàng trực tiếp tham gia phương án, dự án.","Tiền, giá trị tài sản đảm bảo, chi phí nhân công khi khách hàng trực tiếp tham gia phương án, dự án.",2,Khoản 20 Điều 2 QC 656/QC-HĐTV-TD,Rà soát 
29,"Thẩm quyền quyết định cơ cấu lại thời hạn trả nợ đối với các khoản vay phân công cho Giám đốc Phòng giao thực hiện một, một số khâu thuộc trách nhiệm của Agribank nơi cho vay là của ai?",Giám đốc Phòng giao dịch được phân công.,Giám đốc Chi nhánh loại I.,Giám đốc Chi nhánh cấp trên trực tiếp,Tất cả đáp án trên.,3,Điểm c khoản 4 Điều 40 QC 656/QC-HĐTV-TD,Rà soát 
30,Một trong các tiêu chí về có khả năng tài chính để trả nợ của khách hàng là gì?,"Không có nợ xấu, nợ đã XLRR, nợ bán VAMC ở Agribank và các TCTD khác tại thời điểm thẩm định, quyết định cho vay.","Không có nợ xấu, nợ đã XLRR ở Agribank và các TCTD khác tại thời điểm thẩm định, quyết định cho vay","Không có nợ xấu, nợ bán VAMC ở Agribank và các TCTD khác tại thời điểm thẩm định, quyết định cho vay.","Không có nợ xấu ở Agribank và các TCTD khác tại thời điểm thẩm định, quyết định cho vay.",2,Điểm b Khoản 4 Điều 19 QC 656/QC-HĐTV-TD,Rà soát 
31,"Quy định miễn, giảm lãi tiền vay, phí vay vốn của Agribank như thế nào?","Agribank có quyền xem xét quyết định miễn, giảm lãi tiền vay, phí cho khách hàng vay vốn theo quy định nội bộ của Agribank","Agribank có trách nhiệm xem xét quyết định miễn, giảm lãi tiền vay, phí cho khách hàng vay vốn theo quy định của Chính phủ;","Agribank có quyền xem xét quyết định miễn, giảm lãi tiền vay, phí cho khách hàng vay vốn theo quy định của Tổng Giám đốc Agribank;","Agribank có quyền xem xét quyết định miễn, giảm lãi tiền vay, phí cho khách hàng vay vốn theo quy định của Chủ tịch Hội đồng thành viên Agribank;",1,Điều 16 QC 656/QC-HĐTV-TD,Rà soát 
32,Thỏa thuận cho vay là văn bản ký kết giữa Agribank và khách hàng dưới hình thức nào?, Hợp đồng tín dụng/Giấy nhận nợ., Hợp đồng tín dụng/Sổ vay vốn,Hợp đồng cấp tín dụng hoặc Sổ vay vốn hoặc Giấy nhận nợ., Hợp đồng cấp tín dụng hoặc Sổ vay vốn hoặc Giấy nhận nợ hoặc các hình thức khác mà pháp luật không cấm.,2,Khoản 11 Điều 2 QC 656/QC-HĐTV-TD,Rà soát 
33,Thời hạn cho vay được hiểu là?,Khoảng thời gian tính từ khi khách hàng ký Hợp đồng tín dụng đến khi khách hàng trả hết nợ gốc lãi và phí (nếu có).,Khoảng thời gian tính từ khi hết thời hạn ân hạn đến khi khách hàng trả hết nợ gốc lãi và phí (nếu có).,Khoảng thời gian tính từ khi khách hàng bắt đầu nhận tiền vay đến khi khách hàng trả hết nợ gốc lãi và phí (nếu có).,Khoảng thời gian được tính từ ngày tiếp theo của ngày Agribank giải ngân vốn vay cho khách hàng cho đến ngày khách hàng phải trả hết nợ gốc và lãi tiền vay theo thỏa thuận của Agribank và khách hàng,4,Khoản 13 Điều 2 QC số 656/QC-HĐTV-TD,Rà soát 
34,Người thẩm định phải độc lập với những người nào?,Người quan hệ khách hàng.,Người quản lý nợ có vấn đề.,Người thẩm định lại (nếu có).,Tất cả đáp án trên,4,Khoản 3 Điều 4 QC số 656/QC-HĐTV-TD,Rà soát 
35,Anh (chị) hãy lựa chọn phương án đúng?,Một người có thể vừa là Người quan hệ khách hàng vừa là Người quản lý khoản vay trong cùng một khoản vay,Người quan hệ khách hàng phải độc lập với Người quản lý khoản vay trong cùng một khoản vay.,Người quan hệ khách hàng phải độc lập với Người quản lý khoản vay.,Tất cả đáp án trên.,1,Khoản 31 Điều 2 QC 656/QC-HĐTV-TD,Rà soát 
36,Người quan hệ khách hàng có thể là người nào sau đây?,  Người thẩm định.,  Người quản lý nợ,  Người thẩm định lại.,Người kiểm soát khoản vay.,2,Khoản 31 Điều 2 QC 656/QC-HĐTV-TD,Rà soát 
37,Tại đâu không có Người giám sát khoản vay vượt thẩm quyền?,Phòng giao dịch và Chi nhánh loại II,Chi nhánh loại I.,Trụ sở Chính.,Cả 2 và 3 đều đúng.,1,Khoản 30 Điều 2 QC 656/QC-HĐTV-TD,Rà soát 
38,Vốn đối ứng của khách hàng được hiểu là gì?,Vốn tự có của khách hàng.,"Vốn tự có của khách hàng và/hoặc vốn khách hàng chiếm dụng, vốn vay của tổ chức, cá nhân khác tham gia vào Dự án đầu tư, phương án sản xuất kinh doanh.","Vốn của khách hàng tham gia vào phương án sử dụng vốn. Vốn đối ứng có thể bằng tiền, giá trị tài sản.","Có thể bằng tiền, giá trị tài sản; đối với cá nhân vay vốn đáp ứng nhu cầu hoạt động kinh doanh, giá trị vốn đối ứng có thể tính cả chi phí nhân công khi khách hàng trực tiếp tham gia phương án, dự án",4,Khoản 20 Điều 2 QC 656/QC-HĐTV-TD,Rà soát 
39,"Trước khi xác lập thỏa thuận cho vay, Agribank nơi cho vay có trách nhiệm cung cấp cho khách hàng thông tin nào sau đây?","Lãi suất cho vay, lãi suất áp dụng đối với dư nợ gốc bị quá hạn, lãi suất áp dụng đối với lãi chậm trả.",Phương pháp tính lãi tiền vay; Loại phí và mức phí áp dụng đối với khoản vay.,Cả 1 và 2 đều đúng,Cả 1 và 2 đều sai.,3,Khoản 1 Điều 8 QC 656/QC-HĐTV-TD,Rà soát 
40,"Agribank nơi cho vay xác định thời hạn cho vay, kỳ hạn trả nợ đối với cho vay phục vụ hoạt động kinh doanh dựa vào những căn cứ nào?","Chu kỳ hoạt động kinh doanh, thời hạn thu hồi vốn của dự án.",Khả năng trả nợ của khách hàng; không được cho vay quá thời hạn được phép cư trú còn lại tại Việt Nam (đối với cá nhân nước ngoài).,"Chu kỳ hoạt động kinh doanh, thời hạn thu hồi vốn của phương án, dự án; Khả năng trả nợ của khách hàng; Nguồn vốn của Agribank; Thời hạn cho vay không được vượt quá thời hạn hoạt động hợp pháp còn lại theo quyết định thành lập hoặc giấy phép hoạt động tại Việt Nam (đối với pháp nhân)",Tất cả đáp án trên.,3,Điểm a Khoản 1 Điều 10 QC số 656/QC-HĐTV-TD,Rà soát 
41,Agribank và khách hàng thỏa thuận áp dụng các loại phí liên quan đến hoạt động cho vay bao gồm các loại phí nào?,Phí trả nợ trước hạn trong trường hợp khách hàng trả nợ trước hạn.,Phí trả cho hạn mức tín dụng dự phòng và phí thu xếp cho vay hợp vốn.,Phí cam kết rút vốn kể từ thời điểm Thỏa thuận cho vay có hiệu lực đến ngày giải ngân vốn vay lần đầu.,Tất cả đáp án trên.,4,Điều 12 QC 656/QC-HĐTV-TD,Rà soát 
42,Những căn cứ nào để Agribank nơi cho vay xác định mức cho vay?,Phương án sử dụng vốn vay và giá trị tài sản bảo đảm.,Phương án sử dụng vốn vay; giá trị tài sản bảo đảm; khả năng tài chính để trả nợ; khả năng nguồn vốn của Chi nhánh và các giới hạn cấp tín dụng.,Giá trị tài sản bảo đảm (đối với khoản vay phải bảo đảm bằng tài sản); khả năng nguồn vốn của Chi nhánh.,Phương án sử dụng vốn vay; khả năng tài chính của khách hàng; giá trị tài sản bảo đảm (đối với khoản vay phải bảo đảm bằng tài sản); các giới hạn cấp tín dụng và khả năng nguồn vốn của Agribank,4,Khoản 1 Điều 21 QC số 656/QC-HĐTV-TD,Rà soát 
43,Mức cho vay trung hạn thực hiện Dự án kinh doanh tối đa là bao nhiêu phần trăm tổng nhu cầu vốn?,80%.,70%.,75%,85%.,3,Tiết i Điểm b Khoản 2 Điều 21 QC 656/QC-HĐTV-TD,Rà soát 
44,Mức cho vay dài hạn thực hiện Dự án đầu tư phục vụ kinh doanh mức cho vay tối đa là là bao nhiêu phần trăm tổng nhu cầu vốn?,80%.,70%,75%.,85%.,2,Tiết ii Điểm b Khoản 2 Điều 21 QC 656/QC-HĐTV-TD,Rà soát 
45,Mức cho vay theo quy định của Agribank như thế nào?,"Cho vay ngắn hạn thực hiện phương án kinh doanh; cho vay đáp ứng nhu cầu đời sống (bao gồm cả ngắn, trung và dài hạn): Do Agribank nơi cho vay quyết định; Cho vay trung hạn, dài hạn thực hiện dự án kinh doanh: Đối với cho vay trung hạn: Mức cho vay tối đa 75% tổng nhu cầu vốn, số còn lại là vốn đối ứng của khách hàng; Đối với cho vay dài hạn: Mức cho vay tối đa 70% tổng nhu cầu vốn, số còn lại là vốn đối ứng của khách hàng.","Hội đồng thành viên/Tổng Giám đốc/Trưởng ban Thẩm định/Giám đốc Trung tâm phê duyệt được xem xét phê duyệt mức cho vay tối đa cao hơn 75% tổng nhu cầu vốn (đối với một dự án trung hạn), cao hơn 70% tổng nhu cầu vốn (đối với một dự án dài hạn).","Khách hàng vay vốn để thực hiện các phương án, dự án mà cơ quan nhà nước có thẩm quyền quy định khách hàng phải có vốn đối ứng tham gia vào phương án, dự án cao hơn mức quy định tại khoản này thì phải thực hiện theo quy định của cơ quan nhà nước có thẩm quyền.",Cả 3 phương án trên,4,"Khoản 2, 3, 4 Điều 21 QC 656/QC-HĐTV-TD",Rà soát 
46,"Agribank cho vay phải có bảo đảm bằng tài sản và không cho vay với những điều kiện ưu đãi về lãi suất, mức cho vay đối với đối tượng nào?","Thành viên Hội đồng thành viên, thành viên Ban kiểm soát, Tổng giám đốc, Phó Tổng giám đốc của Agribank.","Người ra quyết định thanh tra, thành viên đoàn kiểm tra, người giám sát hoạt động thanh tra đang thanh tra tại Agribank.","Tổ chức kiểm toán, kiểm toán viên đang kiểm toán tại Agribank.",Cả 2 và 3,4,"Điểm a Khoản 1 Điều 23 QC 579/QC-HĐTV-TD sửa đổi, bổ sung QC 656/QC-HĐTV-TD","sửa đổi, bổ sung"
47,Khách hàng vay vốn của Agribank phải thực hiện nguyên tắc vay vốn như thế nào?,"Khách hàng có tài sản đảm bảo khoản vay, hoàn trả vốn và lãi vay đúng hạn như đã thỏa thuận.","Khách hàng phải sử dụng vốn đúng mục đích, có tài sản đảm bảo khoản vay như đã thỏa thuận.","Khách hàng cam kết chấp hành đúng các thỏa thuận với Agribank, sử dụng vốn vay đúng mục đích, hoàn trả nợ gốc và lãi tiền vay đúng thời hạn đã thỏa thuận",Tất cả đáp án trên.,3,Khoản 2 Điều 4 QC 656/QC-HĐTV-TD,Rà soát 
48,Cho vay theo hạn mức dự phòng là gì?,Agribank xác định và thỏa thuận với khách hàng mức dư nợ cho vay tối đa được duy trì trong một khoảng thời gian nhất định.,Agribank chấp thuận cho khách hàng chi vượt số tiền có trên tài khoản thanh toán của khách hàng.,Agribank cam kết đảm bảo sẵn sàng cho khách hàng vay vốn trong phạm vi hạn mức cho vay dự phòng đã thỏa thuận và thời hạn hiệu lực của hạn mức cho vay dự phòng không vượt quá 12 tháng,Agribank và khách hàng thỏa thuận áp dụng cho vay đối với nhu cầu vốn có chu kỳ hoạt động kinh doanh không quá 09 tháng.,3,Khoản 5 Điều 31 QC 656/QC-HĐTV-TD,Rà soát 
49,"Cho vay phục vụ nhu cầu đời sống, Agribank nơi cho vay có thể thỏa thuận với khách hàng về việc áp dụng từng phương thức hoặc kết hợp các phương thức cho vay nào?",Cho vay từng lần; Cho vay theo hạn mức; Cho vay lưu vụ.,Cho vay từng lần; Cho vay theo hạn mức; Cho vay theo hạn mức thấu chi trên tài khoản thanh toán,Cho vay từng lần; Cho vay theo hạn mức dự phòng; Cho vay quay vòng.,Cho vay từng lần; Cho vay theo hạn mức; Cho vay theo hạn mức dự phòng.,2,Khoản 2 Điều 32 QC 656/QC-HĐTV-TD,Rà soát 
